,year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,lat,long,is_hub
103784,2009,4,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",4170.0,1081.0,140.35,5.29,644.81,1.23,289.32,227.0,29.0,86553.0,10975.0,550.0,52989.0,86.0,21953.0,40.63975111,-73.77892556,1
103874,2009,4,DL,Delta Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12062.0,2838.0,444.66,23.44,1557.72,0.0,812.18,121.0,104.0,169666.0,41229.0,2784.0,71774.0,0.0,53879.0,33.64044444,-84.42694444,1
103880,2009,4,DL,Delta Air Lines,BOS,"Boston, MA: Logan International",1232.0,205.0,50.79,3.49,90.69,0.0,60.03,50.0,0.0,10904.0,2525.0,382.0,3727.0,0.0,4270.0,42.3643475,-71.00517917,1
103888,2009,4,DL,Delta Air Lines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",1068.0,129.0,31.82,3.15,51.14,0.0,42.89,7.0,1.0,6060.0,1869.0,227.0,1424.0,0.0,2540.0,39.04614278,-84.6621725,1
103893,2009,4,DL,Delta Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",317.0,96.0,27.53,3.85,44.66,0.0,19.96,1.0,3.0,5398.0,1272.0,623.0,1905.0,0.0,1598.0,32.89595056,-97.0372,1
103894,2009,4,DL,Delta Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",374.0,74.0,21.76,2.22,32.05,0.0,17.97,1.0,2.0,3459.0,1051.0,261.0,1041.0,0.0,1106.0,42.21205889,-83.34883583,1
103908,2009,4,DL,Delta Air Lines,JFK,"New York, NY: John F. Kennedy International",1555.0,427.0,55.57,4.91,292.77,0.0,73.76,24.0,8.0,29866.0,4921.0,701.0,19170.0,0.0,5074.0,40.63975111,-73.77892556,1
103911,2009,4,DL,Delta Air Lines,LAX,"Los Angeles, CA: Los Angeles International",980.0,179.0,59.69,5.51,81.78,0.0,32.01,3.0,1.0,9105.0,4111.0,409.0,2719.0,0.0,1866.0,33.94253611,-118.4080744,1
103913,2009,4,DL,Delta Air Lines,LGA,"New York, NY: LaGuardia",1261.0,346.0,42.47,5.8,252.66,0.0,45.07,58.0,11.0,23977.0,2898.0,877.0,15715.0,0.0,4487.0,40.77724306,-73.87260917,1
103918,2009,4,DL,Delta Air Lines,MEM,"Memphis, TN: Memphis International",145.0,28.0,7.98,0.33,12.16,0.0,7.53,1.0,0.0,1379.0,328.0,15.0,695.0,0.0,341.0,35.04241667,-89.97666667,1
103922,2009,4,DL,Delta Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",326.0,65.0,23.23,3.63,23.42,0.0,14.73,0.0,0.0,3838.0,1492.0,493.0,691.0,0.0,1162.0,44.88054694,-93.2169225,1
103927,2009,4,DL,Delta Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",196.0,43.0,9.59,1.59,18.64,0.0,13.18,3.0,1.0,2539.0,577.0,134.0,928.0,0.0,900.0,41.979595,-87.90446417,1
103930,2009,4,DL,Delta Air Lines,PDX,"Portland, OR: Portland International",172.0,48.0,13.73,0.05,22.23,0.0,11.99,0.0,0.0,2314.0,573.0,2.0,682.0,0.0,1057.0,45.58872222,-122.5975,1
103944,2009,4,DL,Delta Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",429.0,93.0,26.78,2.13,50.81,0.0,13.28,2.0,0.0,4373.0,1824.0,259.0,1534.0,0.0,756.0,47.44898194,-122.3093131,1
103948,2009,4,DL,Delta Air Lines,SLC,"Salt Lake City, UT: Salt Lake City International",2271.0,264.0,81.84,4.08,104.05,1.0,73.02,5.0,2.0,12627.0,5344.0,344.0,2946.0,53.0,3940.0,40.78838778,-111.9777731,1
104070,2009,4,F9,Frontier Airlines,DEN,"Denver, CO: Denver International",3554.0,574.0,87.17,6.59,182.07,0.0,298.16,34.0,4.0,27632.0,5314.0,286.0,6311.0,0.0,15721.0,39.85840806,-104.6670019,1
104080,2009,4,F9,Frontier Airlines,MCI,"Kansas City, MO: Kansas City International",133.0,25.0,3.7,0.35,9.15,0.0,11.8,1.0,0.0,1411.0,109.0,29.0,532.0,0.0,741.0,39.29760528,-94.71390556,1
104083,2009,4,F9,Frontier Airlines,MKE,"Milwaukee, WI: General Mitchell International",83.0,23.0,7.19,1.7,5.38,0.0,8.74,0.0,0.0,1092.0,195.0,245.0,249.0,0.0,403.0,42.94722222,-87.89658333,1
104155,2009,4,HA,Hawaiian Airlines,HNL,"Honolulu, HI: Honolulu International",2758.0,287.0,236.47,0.88,1.67,0.34,47.64,14.0,3.0,12104.0,10164.0,43.0,36.0,8.0,1853.0,21.31869111,-157.9224072,1
104162,2009,4,HA,Hawaiian Airlines,OGG,"Kahului, HI: Kahului Airport",1008.0,41.0,35.19,0.0,0.0,0.34,5.47,8.0,1.0,1403.0,1205.0,0.0,0.0,20.0,178.0,20.89864972,-156.4304578,1
104286,2009,4,NW,Northwest Airlines,ANC,"Anchorage, AK: Ted Stevens Anchorage International",60.0,14.0,5.99,1.0,7.01,0.0,0.0,0.0,0.0,508.0,296.0,15.0,197.0,0.0,0.0,61.17432028,-149.9961856,1
104303,2009,4,NW,Northwest Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",5878.0,929.0,243.73,23.34,367.01,1.3,293.62,37.0,5.0,52966.0,22216.0,1483.0,11546.0,32.0,17689.0,42.21205889,-83.34883583,1
104331,2009,4,NW,Northwest Airlines,MEM,"Memphis, TN: Memphis International",1371.0,165.0,49.76,5.3,81.45,0.0,28.49,9.0,4.0,8548.0,4827.0,285.0,2107.0,0.0,1329.0,35.04241667,-89.97666667,1
104337,2009,4,NW,Northwest Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",5393.0,610.0,172.59,5.37,278.39,1.88,151.78,18.0,4.0,24883.0,8771.0,423.0,7557.0,43.0,8089.0,44.88054694,-93.2169225,1
104385,2009,4,OH,Comair,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",2787.0,471.0,174.19,81.08,165.19,0.0,50.54,35.0,2.0,26138.0,12770.0,6140.0,4987.0,0.0,2241.0,39.04614278,-84.6621725,1
104666,2009,4,US,US Airways,CLT,"Charlotte, NC: Charlotte Douglas International",6311.0,1050.0,232.03,11.49,559.41,2.49,244.58,45.0,9.0,44121.0,12058.0,843.0,16298.0,57.0,14865.0,35.21401111,-80.94312583,1
104668,2009,4,US,US Airways,DCA,"Washington, DC: Ronald Reagan Washington National",2092.0,259.0,53.19,3.78,88.99,1.0,112.04,43.0,2.0,13446.0,3701.0,299.0,2875.0,24.0,6547.0,38.85208333,-77.03772222,1
104685,2009,4,US,US Airways,LAX,"Los Angeles, CA: Los Angeles International",651.0,124.0,38.45,1.15,43.79,0.0,40.62,3.0,0.0,5455.0,2151.0,127.0,1368.0,0.0,1809.0,33.94253611,-118.4080744,1
104705,2009,4,US,US Airways,PHL,"Philadelphia, PA: Philadelphia International",3372.0,899.0,113.7,12.75,575.14,1.24,196.16,48.0,5.0,46660.0,7583.0,881.0,24335.0,23.0,13838.0,39.87195278,-75.24114083,1
104706,2009,4,US,US Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4740.0,618.0,160.34,9.82,255.5,1.18,191.17,30.0,6.0,31668.0,11729.0,408.0,7353.0,19.0,12159.0,33.43416667,-112.0080556,1
104739,2009,4,WN,Southwest Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",4705.0,580.0,134.86,17.87,103.66,1.18,322.42,6.0,8.0,28775.0,5845.0,982.0,3678.0,32.0,18238.0,39.17540167,-76.66819833,1
104744,2009,4,WN,Southwest Airlines,DEN,"Denver, CO: Denver International",3333.0,550.0,153.35,8.59,131.15,0.16,256.75,18.0,13.0,25946.0,6157.0,787.0,5097.0,31.0,13874.0,39.85840806,-104.6670019,1
104757,2009,4,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",3460.0,495.0,125.51,6.73,56.98,0.5,305.28,54.0,2.0,24653.0,5350.0,383.0,2037.0,18.0,16865.0,33.94253611,-118.4080744,1
104762,2009,4,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3508.0,526.0,120.61,12.14,106.75,1.43,285.07,3.0,2.0,29676.0,5929.0,712.0,3843.0,47.0,19145.0,28.42888889,-81.31602778,1
104763,2009,4,WN,Southwest Airlines,MDW,"Chicago, IL: Chicago Midway International",6197.0,760.0,208.85,12.45,89.07,3.71,445.92,17.0,5.0,38329.0,9658.0,617.0,3197.0,111.0,24746.0,41.7859825,-87.75242444,1
104775,2009,4,WN,Southwest Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5364.0,764.0,175.35,15.81,153.3,2.52,417.01,53.0,1.0,36818.0,7395.0,1030.0,5225.0,75.0,23093.0,33.43416667,-112.0080556,1
104781,2009,4,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2891.0,475.0,118.63,3.07,55.63,1.2,296.47,19.0,5.0,20474.0,4593.0,314.0,1723.0,44.0,13800.0,32.73355611,-117.1896567,1
105119,2009,5,AA,American Airlines,BNA,"Nashville, TN: Nashville International",386.0,86.0,34.05,3.17,26.35,0.0,22.42,3.0,0.0,4335.0,1789.0,171.0,775.0,0.0,1600.0,36.12447667,-86.67818222,1
105123,2009,5,AA,American Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",143.0,28.0,16.01,0.58,4.98,0.0,6.43,2.0,0.0,1631.0,749.0,55.0,208.0,0.0,619.0,35.21401111,-80.94312583,1
105127,2009,5,AA,American Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",893.0,171.0,69.44,12.66,56.72,0.0,32.18,9.0,5.0,9404.0,3881.0,953.0,2061.0,0.0,2509.0,38.85208333,-77.03772222,1
105129,2009,5,AA,American Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13004.0,2081.0,419.5,65.41,802.94,1.02,792.13,218.0,93.0,134327.0,32315.0,5659.0,44456.0,35.0,51862.0,32.89595056,-97.0372,1
105142,2009,5,AA,American Airlines,JFK,"New York, NY: John F. Kennedy International",920.0,269.0,72.65,7.81,146.3,0.0,42.23,3.0,2.0,14559.0,4947.0,710.0,6284.0,0.0,2618.0,40.63975111,-73.77892556,1
105145,2009,5,AA,American Airlines,LAX,"Los Angeles, CA: Los Angeles International",2371.0,403.0,132.42,23.16,111.22,0.06,136.13,23.0,3.0,25705.0,9792.0,1669.0,4653.0,6.0,9585.0,33.94253611,-118.4080744,1
105152,2009,5,AA,American Airlines,MIA,"Miami, FL: Miami International",3503.0,984.0,228.56,41.21,427.21,1.3,285.72,29.0,19.0,59089.0,17719.0,2761.0,16631.0,41.0,21937.0,25.79325,-80.29055556,1
105159,2009,5,AA,American Airlines,ORD,"Chicago, IL: Chicago O'Hare International",5171.0,823.0,162.31,19.71,397.54,0.63,242.8,83.0,21.0,48656.0,11623.0,1209.0,19590.0,37.0,16197.0,41.979595,-87.90446417,1
105163,2009,5,AA,American Airlines,PHL,"Philadelphia, PA: Philadelphia International",436.0,126.0,34.7,5.03,62.66,0.0,23.61,8.0,1.0,8469.0,1876.0,290.0,4315.0,0.0,1988.0,39.87195278,-75.24114083,1
105164,2009,5,AA,American Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",464.0,66.0,28.0,5.28,16.43,0.0,16.29,3.0,0.0,3527.0,1504.0,252.0,528.0,0.0,1243.0,33.43416667,-112.0080556,1
105166,2009,5,AA,American Airlines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",358.0,69.0,29.99,8.34,16.44,0.0,14.24,3.0,0.0,3678.0,1590.0,416.0,617.0,0.0,1055.0,35.87763889,-78.78747222,1
105180,2009,5,AA,American Airlines,STL,"St. Louis, MO: Lambert-St. Louis International",1243.0,175.0,49.44,5.08,49.15,0.0,71.33,19.0,2.0,9746.0,2922.0,318.0,2056.0,0.0,4450.0,38.74768694,-90.35998972,1
105189,2009,5,AS,Alaska Airlines,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1262.0,172.0,47.11,4.0,54.25,2.8,63.84,10.0,2.0,6595.0,1812.0,126.0,1375.0,71.0,3211.0,61.17432028,-149.9961856,1
105206,2009,5,AS,Alaska Airlines,LAX,"Los Angeles, CA: Los Angeles International",514.0,58.0,21.46,0.0,26.05,0.07,10.41,0.0,0.0,1349.0,557.0,0.0,571.0,2.0,219.0,33.94253611,-118.4080744,1
105218,2009,5,AS,Alaska Airlines,PDX,"Portland, OR: Portland International",765.0,102.0,27.83,0.41,38.34,0.0,35.41,2.0,1.0,5622.0,2463.0,12.0,1136.0,0.0,2011.0,45.58872222,-122.5975,1
105224,2009,5,AS,Alaska Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",3877.0,534.0,116.32,5.54,221.35,1.67,189.11,4.0,8.0,23009.0,6815.0,249.0,5927.0,111.0,9907.0,47.44898194,-122.3093131,1
105235,2009,5,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",1517.0,271.0,69.11,1.51,121.4,0.0,78.98,3.0,0.0,19497.0,7051.0,154.0,7097.0,0.0,5195.0,42.3643475,-71.00517917,1
105243,2009,5,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",981.0,221.0,52.82,0.13,88.9,0.29,78.85,12.0,10.0,11004.0,3340.0,9.0,3122.0,8.0,4525.0,26.07258333,-80.15275,1
105248,2009,5,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",4280.0,1115.0,163.3,6.26,685.53,2.91,257.0,22.0,7.0,73425.0,14025.0,218.0,42442.0,92.0,16648.0,40.63975111,-73.77892556,1
105335,2009,5,DL,Delta Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12214.0,3276.0,408.65,27.26,1998.79,0.0,841.3,48.0,29.0,147087.0,29562.0,1463.0,72302.0,0.0,43760.0,33.64044444,-84.42694444,1
105341,2009,5,DL,Delta Air Lines,BOS,"Boston, MA: Logan International",1104.0,196.0,36.03,7.05,84.62,0.0,68.3,36.0,0.0,10568.0,2514.0,273.0,3737.0,0.0,4044.0,42.3643475,-71.00517917,1
105349,2009,5,DL,Delta Air Lines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",1077.0,133.0,26.1,2.13,67.02,0.0,37.75,3.0,1.0,5245.0,1386.0,423.0,1900.0,0.0,1536.0,39.04614278,-84.6621725,1
105354,2009,5,DL,Delta Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",322.0,55.0,14.89,2.0,22.2,0.0,15.91,0.0,2.0,2324.0,596.0,210.0,904.0,0.0,614.0,32.89595056,-97.0372,1
105355,2009,5,DL,Delta Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",395.0,61.0,18.43,4.83,25.11,0.0,12.63,1.0,0.0,2095.0,626.0,228.0,759.0,0.0,482.0,42.21205889,-83.34883583,1
105369,2009,5,DL,Delta Air Lines,JFK,"New York, NY: John F. Kennedy International",1587.0,414.0,47.31,4.19,285.82,0.0,76.68,1.0,6.0,20451.0,3348.0,279.0,12711.0,0.0,4113.0,40.63975111,-73.77892556,1
105372,2009,5,DL,Delta Air Lines,LAX,"Los Angeles, CA: Los Angeles International",980.0,94.0,35.76,4.87,36.77,0.0,16.6,0.0,1.0,4165.0,1794.0,223.0,1455.0,0.0,693.0,33.94253611,-118.4080744,1
105374,2009,5,DL,Delta Air Lines,LGA,"New York, NY: LaGuardia",1232.0,368.0,28.37,8.35,284.35,0.0,46.94,38.0,9.0,16108.0,1627.0,374.0,11898.0,0.0,2209.0,40.77724306,-73.87260917,1
105379,2009,5,DL,Delta Air Lines,MEM,"Memphis, TN: Memphis International",146.0,27.0,7.82,0.0,11.15,0.0,8.03,0.0,0.0,846.0,254.0,0.0,332.0,0.0,260.0,35.04241667,-89.97666667,1
105383,2009,5,DL,Delta Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",368.0,80.0,11.49,3.33,40.74,0.0,24.44,4.0,1.0,2669.0,510.0,86.0,1164.0,0.0,909.0,44.88054694,-93.2169225,1
105388,2009,5,DL,Delta Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",191.0,45.0,4.09,0.65,18.98,0.0,21.28,0.0,4.0,2169.0,422.0,15.0,919.0,0.0,813.0,41.979595,-87.90446417,1
105391,2009,5,DL,Delta Air Lines,PDX,"Portland, OR: Portland International",176.0,54.0,9.36,2.14,32.14,0.0,10.36,0.0,0.0,2380.0,413.0,128.0,1242.0,0.0,597.0,45.58872222,-122.5975,1
105405,2009,5,DL,Delta Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",442.0,118.0,22.97,1.9,78.68,0.0,14.45,0.0,1.0,4603.0,1373.0,72.0,2526.0,0.0,632.0,47.44898194,-122.3093131,1
105409,2009,5,DL,Delta Air Lines,SLC,"Salt Lake City, UT: Salt Lake City International",2314.0,231.0,58.13,2.12,125.59,0.0,45.15,6.0,1.0,10119.0,3491.0,107.0,3623.0,0.0,2898.0,40.78838778,-111.9777731,1
105533,2009,5,F9,Frontier Airlines,DEN,"Denver, CO: Denver International",3854.0,561.0,87.01,6.37,249.19,0.0,218.43,27.0,3.0,24707.0,4598.0,258.0,8910.0,0.0,10941.0,39.85840806,-104.6670019,1
105543,2009,5,F9,Frontier Airlines,MCI,"Kansas City, MO: Kansas City International",146.0,25.0,8.94,1.36,5.07,0.0,9.63,1.0,1.0,1303.0,288.0,127.0,230.0,0.0,658.0,39.29760528,-94.71390556,1
105546,2009,5,F9,Frontier Airlines,MKE,"Milwaukee, WI: General Mitchell International",91.0,24.0,5.51,0.75,5.39,0.0,12.35,0.0,0.0,1158.0,217.0,18.0,211.0,0.0,712.0,42.94722222,-87.89658333,1
105621,2009,5,HA,Hawaiian Airlines,HNL,"Honolulu, HI: Honolulu International",2875.0,327.0,253.27,0.0,8.11,0.27,65.35,10.0,1.0,14278.0,11726.0,0.0,298.0,5.0,2249.0,21.31869111,-157.9224072,1
105628,2009,5,HA,Hawaiian Airlines,OGG,"Kahului, HI: Kahului Airport",1047.0,72.0,57.66,0.0,0.0,0.0,14.34,2.0,0.0,3058.0,2663.0,0.0,0.0,0.0,395.0,20.89864972,-156.4304578,1
105750,2009,5,NW,Northwest Airlines,ANC,"Anchorage, AK: Ted Stevens Anchorage International",62.0,21.0,10.03,0.23,9.49,0.0,1.25,0.0,0.0,783.0,421.0,15.0,309.0,0.0,38.0,61.17432028,-149.9961856,1
105765,2009,5,NW,Northwest Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",5746.0,777.0,219.69,17.1,319.61,1.23,219.37,19.0,3.0,41140.0,17601.0,1065.0,10618.0,28.0,11828.0,42.21205889,-83.34883583,1
105792,2009,5,NW,Northwest Airlines,MEM,"Memphis, TN: Memphis International",1394.0,238.0,52.39,6.39,131.18,1.27,46.77,1.0,5.0,10879.0,3185.0,607.0,3834.0,29.0,3224.0,35.04241667,-89.97666667,1
105798,2009,5,NW,Northwest Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",5658.0,758.0,230.34,10.85,347.87,8.69,160.25,15.0,5.0,37292.0,17290.0,685.0,9582.0,247.0,9488.0,44.88054694,-93.2169225,1
105842,2009,5,OH,Comair,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",2104.0,369.0,122.3,74.6,117.92,0.0,54.18,18.0,2.0,19644.0,8363.0,4779.0,4238.0,0.0,2264.0,39.04614278,-84.6621725,1
106117,2009,5,US,US Airways,CLT,"Charlotte, NC: Charlotte Douglas International",6428.0,1336.0,246.63,22.91,771.94,2.11,292.4,44.0,11.0,58779.0,13998.0,2252.0,25631.0,61.0,16837.0,35.21401111,-80.94312583,1
106119,2009,5,US,US Airways,DCA,"Washington, DC: Ronald Reagan Washington National",1967.0,223.0,35.04,9.98,105.53,0.55,71.91,30.0,0.0,10043.0,1460.0,847.0,4108.0,12.0,3616.0,38.85208333,-77.03772222,1
106136,2009,5,US,US Airways,LAX,"Los Angeles, CA: Los Angeles International",691.0,94.0,25.48,2.35,30.37,0.0,35.8,4.0,2.0,4724.0,1054.0,133.0,1123.0,0.0,2414.0,33.94253611,-118.4080744,1
106156,2009,5,US,US Airways,PHL,"Philadelphia, PA: Philadelphia International",3610.0,1003.0,127.21,25.84,672.83,0.97,176.14,45.0,12.0,50597.0,7120.0,2083.0,30259.0,38.0,11097.0,39.87195278,-75.24114083,1
106157,2009,5,US,US Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5002.0,555.0,168.45,8.71,196.43,0.0,181.4,52.0,4.0,26197.0,9848.0,619.0,5474.0,0.0,10256.0,33.43416667,-112.0080556,1
106190,2009,5,WN,Southwest Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",4752.0,658.0,163.62,49.37,118.34,9.39,317.28,8.0,1.0,33617.0,7686.0,3750.0,5646.0,271.0,16264.0,39.17540167,-76.66819833,1
106195,2009,5,WN,Southwest Airlines,DEN,"Denver, CO: Denver International",3459.0,606.0,159.84,11.88,176.82,0.57,256.89,15.0,1.0,27044.0,6680.0,1171.0,5870.0,12.0,13311.0,39.85840806,-104.6670019,1
106208,2009,5,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",3476.0,496.0,128.69,6.0,41.76,3.49,316.06,61.0,0.0,21508.0,5204.0,200.0,1215.0,87.0,14802.0,33.94253611,-118.4080744,1
106213,2009,5,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3388.0,518.0,137.33,10.02,141.66,2.8,226.2,10.0,14.0,27182.0,6719.0,909.0,5226.0,84.0,14244.0,28.42888889,-81.31602778,1
106214,2009,5,WN,Southwest Airlines,MDW,"Chicago, IL: Chicago Midway International",6358.0,839.0,209.55,16.9,155.02,4.05,453.48,29.0,31.0,38426.0,8657.0,772.0,4957.0,104.0,23936.0,41.7859825,-87.75242444,1
106226,2009,5,WN,Southwest Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5376.0,774.0,181.29,11.97,131.03,5.35,444.35,73.0,13.0,33316.0,6842.0,656.0,3942.0,140.0,21736.0,33.43416667,-112.0080556,1
106232,2009,5,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2964.0,465.0,117.92,2.47,60.72,1.14,282.75,22.0,7.0,20301.0,4714.0,72.0,1845.0,39.0,13631.0,32.73355611,-117.1896567,1
106580,2009,6,AA,American Airlines,BNA,"Nashville, TN: Nashville International",384.0,108.0,44.38,3.89,28.03,0.0,31.69,12.0,1.0,7522.0,2973.0,389.0,1424.0,0.0,2736.0,36.12447667,-86.67818222,1
106584,2009,6,AA,American Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",145.0,22.0,12.44,0.53,0.94,0.0,8.09,4.0,0.0,1622.0,943.0,77.0,44.0,0.0,558.0,35.21401111,-80.94312583,1
106588,2009,6,AA,American Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",879.0,272.0,94.86,23.54,94.67,0.0,58.92,22.0,14.0,17656.0,5119.0,2014.0,6221.0,0.0,4302.0,38.85208333,-77.03772222,1
106590,2009,6,AA,American Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13025.0,2653.0,628.73,131.0,789.88,1.33,1102.06,451.0,121.0,165820.0,52926.0,8835.0,31689.0,78.0,72292.0,32.89595056,-97.0372,1
106604,2009,6,AA,American Airlines,JFK,"New York, NY: John F. Kennedy International",896.0,265.0,77.59,12.35,116.77,0.0,58.28,9.0,9.0,19205.0,6649.0,990.0,5817.0,0.0,5749.0,40.63975111,-73.77892556,1
106607,2009,6,AA,American Airlines,LAX,"Los Angeles, CA: Los Angeles International",2335.0,701.0,246.13,39.88,220.66,0.0,194.33,42.0,5.0,44797.0,16545.0,3952.0,8972.0,0.0,15328.0,33.94253611,-118.4080744,1
106614,2009,6,AA,American Airlines,MIA,"Miami, FL: Miami International",3394.0,1161.0,286.68,98.24,385.72,2.59,387.77,54.0,23.0,82459.0,20859.0,7370.0,20325.0,102.0,33803.0,25.79325,-80.29055556,1
106621,2009,6,AA,American Airlines,ORD,"Chicago, IL: Chicago O'Hare International",5083.0,1258.0,287.86,44.59,550.23,1.08,374.23,141.0,46.0,89350.0,24236.0,4296.0,32923.0,52.0,27843.0,41.979595,-87.90446417,1
106625,2009,6,AA,American Airlines,PHL,"Philadelphia, PA: Philadelphia International",436.0,138.0,34.14,10.07,67.84,0.0,25.95,8.0,1.0,9015.0,2042.0,894.0,4173.0,0.0,1906.0,39.87195278,-75.24114083,1
106626,2009,6,AA,American Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",405.0,100.0,40.56,4.7,28.45,0.0,26.3,10.0,0.0,5831.0,1955.0,693.0,992.0,0.0,2191.0,33.43416667,-112.0080556,1
106629,2009,6,AA,American Airlines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",355.0,104.0,41.04,9.74,17.96,0.0,35.25,7.0,0.0,6572.0,2304.0,829.0,878.0,0.0,2561.0,35.87763889,-78.78747222,1
106643,2009,6,AA,American Airlines,STL,"St. Louis, MO: Lambert-St. Louis International",1223.0,254.0,79.05,18.21,53.22,0.0,103.52,35.0,2.0,18939.0,7584.0,1786.0,2574.0,0.0,6995.0,38.74768694,-90.35998972,1
106653,2009,6,AS,Alaska Airlines,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1549.0,247.0,75.65,3.84,67.75,1.22,98.54,6.0,1.0,11143.0,3705.0,321.0,2036.0,21.0,5060.0,61.17432028,-149.9961856,1
106673,2009,6,AS,Alaska Airlines,LAX,"Los Angeles, CA: Los Angeles International",536.0,76.0,28.66,0.21,35.06,0.96,11.11,0.0,0.0,2426.0,1128.0,9.0,784.0,25.0,480.0,33.94253611,-118.4080744,1
106685,2009,6,AS,Alaska Airlines,PDX,"Portland, OR: Portland International",680.0,72.0,11.96,2.0,26.03,0.97,31.04,2.0,0.0,2880.0,513.0,95.0,728.0,30.0,1514.0,45.58872222,-122.5975,1
106691,2009,6,AS,Alaska Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",3992.0,609.0,155.25,8.42,238.55,2.43,204.35,14.0,3.0,25865.0,8050.0,530.0,6666.0,101.0,10518.0,47.44898194,-122.3093131,1
106703,2009,6,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",1635.0,560.0,84.94,7.1,357.53,0.0,110.43,15.0,5.0,46786.0,8090.0,827.0,28625.0,0.0,9244.0,42.3643475,-71.00517917,1
106711,2009,6,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",975.0,258.0,65.65,4.49,91.03,0.15,96.67,13.0,1.0,16940.0,5261.0,483.0,4378.0,6.0,6812.0,26.07258333,-80.15275,1
106716,2009,6,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",4312.0,1267.0,194.31,14.52,703.47,0.0,354.69,63.0,14.0,95918.0,18048.0,1088.0,48160.0,0.0,28622.0,40.63975111,-73.77892556,1
106805,2009,6,DL,Delta Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12205.0,2412.0,540.61,48.68,1092.98,2.0,727.73,98.0,66.0,146070.0,42395.0,5119.0,53239.0,74.0,45243.0,33.64044444,-84.42694444,1
106811,2009,6,DL,Delta Air Lines,BOS,"Boston, MA: Logan International",1006.0,312.0,53.88,5.21,201.62,0.0,51.29,65.0,1.0,19819.0,3686.0,480.0,12017.0,0.0,3636.0,42.3643475,-71.00517917,1
