,year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,lat,long,is_hub
100805,2009,2,AS,Alaska Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",3287.0,617.0,130.86,8.77,223.49,5.09,248.79,19.0,5.0,30029.0,9039.0,420.0,6504.0,221.0,13845.0,47.44898194,-122.3093131,1
100815,2009,2,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",1495.0,202.0,53.92,0.9,66.25,0.61,80.31,12.0,2.0,11479.0,3665.0,123.0,3293.0,27.0,4371.0,42.3643475,-71.00517917,1
100823,2009,2,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1072.0,251.0,73.33,0.78,68.68,0.0,108.21,7.0,1.0,14256.0,4236.0,39.0,2509.0,0.0,7472.0,26.07258333,-80.15275,1
100828,2009,2,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3668.0,635.0,114.09,1.69,337.94,0.3,180.97,36.0,1.0,38082.0,8472.0,136.0,18430.0,17.0,11027.0,40.63975111,-73.77892556,1
100917,2009,2,DL,Delta Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",11065.0,1846.0,255.39,23.0,1103.41,1.0,463.2,71.0,19.0,91122.0,20445.0,2449.0,44174.0,88.0,23966.0,33.64044444,-84.42694444,1
100923,2009,2,DL,Delta Air Lines,BOS,"Boston, MA: Logan International",1092.0,132.0,26.18,2.79,70.48,0.0,32.55,44.0,1.0,5014.0,1088.0,155.0,2456.0,0.0,1315.0,42.3643475,-71.00517917,1
100932,2009,2,DL,Delta Air Lines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",1021.0,78.0,23.08,1.91,25.97,0.0,27.04,12.0,0.0,3162.0,1072.0,179.0,752.0,0.0,1159.0,39.04614278,-84.6621725,1
100937,2009,2,DL,Delta Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",269.0,37.0,10.63,2.01,11.13,0.0,13.23,1.0,0.0,1413.0,526.0,86.0,359.0,0.0,442.0,32.89595056,-97.0372,1
100938,2009,2,DL,Delta Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",183.0,32.0,7.92,0.89,16.67,0.0,6.51,0.0,0.0,1353.0,506.0,32.0,442.0,0.0,373.0,42.21205889,-83.34883583,1
100958,2009,2,DL,Delta Air Lines,JFK,"New York, NY: John F. Kennedy International",1335.0,235.0,27.24,2.04,164.82,0.0,40.9,9.0,3.0,9838.0,1181.0,91.0,6378.0,0.0,2188.0,40.63975111,-73.77892556,1
100961,2009,2,DL,Delta Air Lines,LAX,"Los Angeles, CA: Los Angeles International",872.0,150.0,29.33,3.29,101.59,0.0,15.79,6.0,4.0,5764.0,1651.0,608.0,2882.0,0.0,623.0,33.94253611,-118.4080744,1
100963,2009,2,DL,Delta Air Lines,LGA,"New York, NY: LaGuardia",1479.0,339.0,31.78,1.19,264.77,0.0,41.26,86.0,4.0,16430.0,1696.0,104.0,12210.0,0.0,2420.0,40.77724306,-73.87260917,1
100968,2009,2,DL,Delta Air Lines,MEM,"Memphis, TN: Memphis International",129.0,15.0,4.81,0.07,7.27,0.0,2.85,0.0,0.0,691.0,272.0,3.0,179.0,0.0,237.0,35.04241667,-89.97666667,1
100972,2009,2,DL,Delta Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",319.0,85.0,11.26,0.64,57.87,0.0,15.23,0.0,1.0,3236.0,397.0,44.0,2205.0,0.0,590.0,44.88054694,-93.2169225,1
100977,2009,2,DL,Delta Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",193.0,28.0,6.62,1.13,16.52,0.0,3.73,2.0,0.0,1162.0,213.0,57.0,583.0,0.0,309.0,41.979595,-87.90446417,1
100980,2009,2,DL,Delta Air Lines,PDX,"Portland, OR: Portland International",157.0,31.0,8.55,1.85,17.82,0.0,2.77,0.0,0.0,1366.0,423.0,226.0,576.0,0.0,141.0,45.58872222,-122.5975,1
100994,2009,2,DL,Delta Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",354.0,41.0,8.94,0.95,22.62,0.0,8.49,0.0,2.0,1603.0,255.0,310.0,690.0,0.0,348.0,47.44898194,-122.3093131,1
100998,2009,2,DL,Delta Air Lines,SLC,"Salt Lake City, UT: Salt Lake City International",2013.0,225.0,40.91,4.51,111.68,0.0,67.89,9.0,2.0,9014.0,2174.0,609.0,3070.0,0.0,3161.0,40.78838778,-111.9777731,1
101123,2009,2,F9,Frontier Airlines,DEN,"Denver, CO: Denver International",3262.0,440.0,81.97,2.85,238.28,0.0,116.91,10.0,0.0,16869.0,4678.0,79.0,6998.0,0.0,5114.0,39.85840806,-104.6670019,1
101133,2009,2,F9,Frontier Airlines,MCI,"Kansas City, MO: Kansas City International",136.0,23.0,3.94,0.13,10.18,0.0,8.75,0.0,0.0,636.0,134.0,3.0,275.0,0.0,224.0,39.29760528,-94.71390556,1
101136,2009,2,F9,Frontier Airlines,MKE,"Milwaukee, WI: General Mitchell International",80.0,11.0,3.79,0.16,4.36,0.0,2.69,0.0,0.0,366.0,118.0,3.0,113.0,0.0,132.0,42.94722222,-87.89658333,1
101208,2009,2,HA,Hawaiian Airlines,HNL,"Honolulu, HI: Honolulu International",2661.0,252.0,192.98,0.5,0.47,0.0,58.05,5.0,5.0,15264.0,12743.0,12.0,13.0,0.0,2496.0,21.31869111,-157.9224072,1
101215,2009,2,HA,Hawaiian Airlines,OGG,"Kahului, HI: Kahului Airport",940.0,44.0,29.24,0.0,0.0,0.0,14.76,2.0,2.0,2309.0,1788.0,0.0,0.0,0.0,521.0,20.89864972,-156.4304578,1
101332,2009,2,NW,Northwest Airlines,ANC,"Anchorage, AK: Ted Stevens Anchorage International",46.0,10.0,3.07,0.04,6.18,0.0,0.71,0.0,0.0,464.0,87.0,6.0,251.0,0.0,120.0,61.17432028,-149.9961856,1
101350,2009,2,NW,Northwest Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",5070.0,667.0,167.46,21.56,236.03,1.63,240.33,33.0,8.0,40019.0,17323.0,1287.0,7994.0,35.0,13380.0,42.21205889,-83.34883583,1
101378,2009,2,NW,Northwest Airlines,MEM,"Memphis, TN: Memphis International",1302.0,159.0,47.9,0.3,74.33,0.0,36.47,5.0,2.0,8558.0,4053.0,57.0,2173.0,0.0,2275.0,35.04241667,-89.97666667,1
101384,2009,2,NW,Northwest Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4980.0,733.0,186.09,37.46,332.77,0.0,176.67,35.0,15.0,44856.0,16318.0,3570.0,12888.0,0.0,12080.0,44.88054694,-93.2169225,1
101434,2009,2,OH,Comair,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",2800.0,409.0,160.19,63.04,148.48,0.89,36.39,27.0,3.0,22689.0,11648.0,4337.0,4912.0,21.0,1771.0,39.04614278,-84.6621725,1
101718,2009,2,US,US Airways,CLT,"Charlotte, NC: Charlotte Douglas International",5991.0,820.0,183.78,9.2,441.14,0.91,184.97,41.0,3.0,31391.0,9068.0,516.0,12538.0,30.0,9239.0,35.21401111,-80.94312583,1
101721,2009,2,US,US Airways,DCA,"Washington, DC: Ronald Reagan Washington National",1960.0,200.0,42.92,0.38,92.34,0.94,63.41,29.0,0.0,7069.0,1736.0,18.0,2667.0,16.0,2632.0,38.85208333,-77.03772222,1
101738,2009,2,US,US Airways,LAX,"Los Angeles, CA: Los Angeles International",598.0,136.0,29.36,0.0,73.79,0.1,32.75,2.0,4.0,5474.0,1483.0,0.0,2250.0,2.0,1739.0,33.94253611,-118.4080744,1
101758,2009,2,US,US Airways,PHL,"Philadelphia, PA: Philadelphia International",3072.0,565.0,91.8,3.5,327.49,0.68,141.54,44.0,6.0,28083.0,4806.0,151.0,13802.0,24.0,9300.0,39.87195278,-75.24114083,1
101759,2009,2,US,US Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4319.0,739.0,143.31,5.05,432.5,0.54,157.59,35.0,4.0,31759.0,9088.0,262.0,13179.0,17.0,9213.0,33.43416667,-112.0080556,1
101792,2009,2,WN,Southwest Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",3970.0,279.0,81.18,7.83,43.02,2.52,144.45,14.0,1.0,11452.0,3469.0,214.0,1308.0,72.0,6389.0,39.17540167,-76.66819833,1
101797,2009,2,WN,Southwest Airlines,DEN,"Denver, CO: Denver International",3000.0,337.0,89.58,5.58,67.93,1.45,172.46,10.0,2.0,13849.0,3753.0,192.0,1677.0,29.0,8198.0,39.85840806,-104.6670019,1
101810,2009,2,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",3140.0,467.0,119.39,2.49,99.17,0.87,245.07,59.0,4.0,20467.0,5170.0,108.0,2572.0,26.0,12591.0,33.94253611,-118.4080744,1
101815,2009,2,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",2912.0,201.0,63.74,8.91,30.07,1.2,97.07,1.0,1.0,9495.0,2679.0,608.0,1159.0,63.0,4986.0,28.42888889,-81.31602778,1
101816,2009,2,WN,Southwest Airlines,MDW,"Chicago, IL: Chicago Midway International",5106.0,482.0,119.71,19.51,136.58,2.0,204.19,41.0,38.0,22354.0,5120.0,1378.0,5076.0,71.0,10709.0,41.7859825,-87.75242444,1
101827,2009,2,WN,Southwest Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4841.0,629.0,126.29,8.43,179.82,4.0,310.47,50.0,1.0,25496.0,5295.0,397.0,4863.0,95.0,14846.0,33.43416667,-112.0080556,1
101833,2009,2,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2698.0,442.0,105.78,8.98,86.18,1.77,239.29,36.0,3.0,20568.0,5030.0,613.0,2675.0,49.0,12201.0,32.73355611,-117.1896567,1
102175,2009,3,AA,American Airlines,BNA,"Nashville, TN: Nashville International",418.0,74.0,31.62,2.01,13.86,0.0,26.5,10.0,0.0,4000.0,1533.0,128.0,617.0,0.0,1722.0,36.12447667,-86.67818222,1
102179,2009,3,AA,American Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",147.0,36.0,15.96,3.26,10.97,0.0,5.82,2.0,1.0,1847.0,634.0,257.0,525.0,0.0,431.0,35.21401111,-80.94312583,1
102183,2009,3,AA,American Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",861.0,193.0,92.93,5.45,57.73,0.0,36.9,15.0,2.0,9272.0,4704.0,277.0,1874.0,0.0,2417.0,38.85208333,-77.03772222,1
102185,2009,3,AA,American Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13172.0,1960.0,430.22,54.25,731.1,1.19,743.25,331.0,67.0,131187.0,41050.0,4572.0,38315.0,25.0,47225.0,32.89595056,-97.0372,1
102202,2009,3,AA,American Airlines,JFK,"New York, NY: John F. Kennedy International",966.0,201.0,65.05,2.58,98.84,0.0,34.52,25.0,10.0,10974.0,4692.0,130.0,4174.0,0.0,1978.0,40.63975111,-73.77892556,1
102205,2009,3,AA,American Airlines,LAX,"Los Angeles, CA: Los Angeles International",2374.0,503.0,172.21,17.55,157.32,0.55,155.38,39.0,5.0,28907.0,11107.0,1148.0,5711.0,54.0,10887.0,33.94253611,-118.4080744,1
102212,2009,3,AA,American Airlines,MIA,"Miami, FL: Miami International",3575.0,688.0,213.79,23.1,241.32,0.0,209.78,34.0,12.0,37879.0,14107.0,1446.0,8079.0,0.0,14247.0,25.79325,-80.29055556,1
102220,2009,3,AA,American Airlines,ORD,"Chicago, IL: Chicago O'Hare International",5303.0,993.0,184.47,21.86,514.49,0.0,272.19,128.0,14.0,63319.0,16874.0,1192.0,27084.0,0.0,18169.0,41.979595,-87.90446417,1
102224,2009,3,AA,American Airlines,PHL,"Philadelphia, PA: Philadelphia International",445.0,103.0,29.47,2.82,48.51,0.11,22.09,15.0,4.0,7203.0,1911.0,109.0,3488.0,6.0,1689.0,39.87195278,-75.24114083,1
102225,2009,3,AA,American Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",488.0,106.0,40.28,5.75,39.34,0.0,20.63,5.0,3.0,5110.0,2041.0,311.0,1345.0,0.0,1413.0,33.43416667,-112.0080556,1
102227,2009,3,AA,American Airlines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",364.0,74.0,25.41,4.79,21.96,0.0,21.84,1.0,0.0,3708.0,1331.0,265.0,686.0,0.0,1426.0,35.87763889,-78.78747222,1
102241,2009,3,AA,American Airlines,STL,"St. Louis, MO: Lambert-St. Louis International",1275.0,200.0,75.2,9.65,33.26,0.0,81.88,24.0,0.0,11740.0,4928.0,534.0,1014.0,0.0,5264.0,38.74768694,-90.35998972,1
102250,2009,3,AS,Alaska Airlines,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1087.0,383.0,69.38,31.33,147.96,4.56,129.77,154.0,28.0,22767.0,3587.0,3849.0,5494.0,154.0,9683.0,61.17432028,-149.9961856,1
102267,2009,3,AS,Alaska Airlines,LAX,"Los Angeles, CA: Los Angeles International",499.0,114.0,24.68,0.87,71.45,0.0,17.0,0.0,0.0,3692.0,1035.0,50.0,1915.0,0.0,692.0,33.94253611,-118.4080744,1
102279,2009,3,AS,Alaska Airlines,PDX,"Portland, OR: Portland International",851.0,144.0,24.73,0.76,67.91,0.0,50.6,6.0,0.0,5504.0,1076.0,32.0,1871.0,0.0,2525.0,45.58872222,-122.5975,1
102285,2009,3,AS,Alaska Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",3653.0,923.0,152.1,14.93,417.21,4.39,334.38,54.0,3.0,43023.0,10442.0,1677.0,11683.0,131.0,19090.0,47.44898194,-122.3093131,1
102295,2009,3,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",1714.0,307.0,71.72,4.72,111.95,0.0,118.61,53.0,0.0,18320.0,4778.0,437.0,4696.0,0.0,8409.0,42.3643475,-71.00517917,1
102303,2009,3,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1238.0,265.0,57.08,4.67,97.82,1.0,104.44,20.0,3.0,14830.0,3281.0,442.0,4013.0,21.0,7073.0,26.07258333,-80.15275,1
102308,2009,3,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",4173.0,803.0,141.87,4.38,431.86,2.73,222.16,78.0,19.0,55084.0,11306.0,545.0,27924.0,71.0,15238.0,40.63975111,-73.77892556,1
102397,2009,3,DL,Delta Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",12462.0,3268.0,428.77,42.72,1895.15,0.0,901.36,435.0,24.0,179451.0,32588.0,4215.0,89439.0,0.0,53209.0,33.64044444,-84.42694444,1
102403,2009,3,DL,Delta Air Lines,BOS,"Boston, MA: Logan International",1250.0,236.0,41.35,9.62,112.6,0.0,72.43,71.0,0.0,11204.0,2212.0,519.0,4263.0,0.0,4210.0,42.3643475,-71.00517917,1
102412,2009,3,DL,Delta Air Lines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",1146.0,119.0,32.62,3.21,46.1,0.0,37.07,18.0,3.0,7083.0,2599.0,270.0,1799.0,0.0,2415.0,39.04614278,-84.6621725,1
102417,2009,3,DL,Delta Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",332.0,87.0,20.5,2.57,34.12,0.0,29.81,10.0,1.0,5015.0,1236.0,507.0,1974.0,0.0,1298.0,32.89595056,-97.0372,1
102418,2009,3,DL,Delta Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",198.0,49.0,15.98,2.87,21.75,0.0,8.41,5.0,0.0,1833.0,629.0,173.0,690.0,0.0,341.0,42.21205889,-83.34883583,1
102437,2009,3,DL,Delta Air Lines,JFK,"New York, NY: John F. Kennedy International",1546.0,301.0,53.61,3.87,175.23,0.0,68.29,36.0,8.0,16894.0,3418.0,327.0,8454.0,0.0,4695.0,40.63975111,-73.77892556,1
102440,2009,3,DL,Delta Air Lines,LAX,"Los Angeles, CA: Los Angeles International",1039.0,204.0,54.98,8.55,94.21,0.0,46.26,12.0,0.0,9653.0,2994.0,566.0,3007.0,0.0,3086.0,33.94253611,-118.4080744,1
102442,2009,3,DL,Delta Air Lines,LGA,"New York, NY: LaGuardia",1476.0,390.0,46.89,6.41,261.21,0.0,75.49,85.0,4.0,19253.0,2717.0,266.0,11419.0,0.0,4851.0,40.77724306,-73.87260917,1
102447,2009,3,DL,Delta Air Lines,MEM,"Memphis, TN: Memphis International",144.0,37.0,10.72,3.09,12.28,0.0,10.92,4.0,0.0,1613.0,556.0,137.0,481.0,0.0,439.0,35.04241667,-89.97666667,1
102451,2009,3,DL,Delta Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",361.0,115.0,24.82,3.48,56.5,0.0,30.2,11.0,0.0,4487.0,1025.0,238.0,1763.0,0.0,1461.0,44.88054694,-93.2169225,1
102456,2009,3,DL,Delta Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",206.0,59.0,15.83,2.21,21.95,0.0,19.0,6.0,1.0,2582.0,649.0,102.0,932.0,0.0,899.0,41.979595,-87.90446417,1
102459,2009,3,DL,Delta Air Lines,PDX,"Portland, OR: Portland International",177.0,36.0,7.53,3.0,13.79,0.0,11.68,2.0,1.0,1900.0,424.0,281.0,527.0,0.0,668.0,45.58872222,-122.5975,1
102473,2009,3,DL,Delta Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",384.0,67.0,19.09,4.4,26.63,0.0,16.87,3.0,0.0,3719.0,1320.0,392.0,1158.0,0.0,849.0,47.44898194,-122.3093131,1
102477,2009,3,DL,Delta Air Lines,SLC,"Salt Lake City, UT: Salt Lake City International",2379.0,326.0,68.97,10.38,152.44,0.0,94.21,15.0,4.0,17261.0,5084.0,711.0,5309.0,0.0,6157.0,40.78838778,-111.9777731,1
102602,2009,3,F9,Frontier Airlines,DEN,"Denver, CO: Denver International",3647.0,587.0,80.47,12.54,201.31,0.0,292.68,55.0,3.0,31029.0,4895.0,1158.0,7308.0,0.0,17668.0,39.85840806,-104.6670019,1
102612,2009,3,F9,Frontier Airlines,MCI,"Kansas City, MO: Kansas City International",140.0,29.0,6.31,1.23,9.63,0.0,11.84,3.0,0.0,1610.0,173.0,236.0,397.0,0.0,804.0,39.29760528,-94.71390556,1
102615,2009,3,F9,Frontier Airlines,MKE,"Milwaukee, WI: General Mitchell International",84.0,11.0,3.38,0.29,2.03,0.0,5.3,1.0,0.0,659.0,113.0,46.0,86.0,0.0,414.0,42.94722222,-87.89658333,1
102687,2009,3,HA,Hawaiian Airlines,HNL,"Honolulu, HI: Honolulu International",2883.0,230.0,160.14,2.87,1.1,0.0,65.89,2.0,0.0,13461.0,11130.0,216.0,32.0,0.0,2083.0,21.31869111,-157.9224072,1
102694,2009,3,HA,Hawaiian Airlines,OGG,"Kahului, HI: Kahului Airport",1043.0,38.0,28.6,0.84,0.0,0.0,8.56,0.0,0.0,1103.0,877.0,62.0,0.0,0.0,164.0,20.89864972,-156.4304578,1
102811,2009,3,NW,Northwest Airlines,ANC,"Anchorage, AK: Ted Stevens Anchorage International",62.0,16.0,9.03,0.93,5.98,0.0,0.05,6.0,0.0,2832.0,360.0,1044.0,1425.0,0.0,3.0,61.17432028,-149.9961856,1
102828,2009,3,NW,Northwest Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",5974.0,713.0,179.53,26.54,256.6,0.84,249.48,55.0,2.0,37423.0,14012.0,1585.0,9054.0,16.0,12756.0,42.21205889,-83.34883583,1
102856,2009,3,NW,Northwest Airlines,MEM,"Memphis, TN: Memphis International",1490.0,178.0,67.67,4.43,68.73,0.0,37.18,5.0,0.0,7341.0,3399.0,237.0,2031.0,0.0,1674.0,35.04241667,-89.97666667,1
102862,2009,3,NW,Northwest Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",5817.0,766.0,184.41,10.99,389.83,1.92,178.85,51.0,7.0,37844.0,13695.0,448.0,12802.0,58.0,10841.0,44.88054694,-93.2169225,1
102911,2009,3,OH,Comair,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",3127.0,401.0,168.2,44.45,135.78,0.0,52.57,51.0,7.0,22199.0,11441.0,3523.0,4608.0,0.0,2627.0,39.04614278,-84.6621725,1
103197,2009,3,US,US Airways,CLT,"Charlotte, NC: Charlotte Douglas International",6563.0,1179.0,234.34,12.1,624.28,2.53,305.75,133.0,16.0,49790.0,12817.0,1189.0,19790.0,83.0,15911.0,35.21401111,-80.94312583,1
103199,2009,3,US,US Airways,DCA,"Washington, DC: Ronald Reagan Washington National",2206.0,287.0,57.03,2.14,129.83,0.89,97.12,71.0,0.0,11631.0,2681.0,204.0,3706.0,42.0,4998.0,38.85208333,-77.03772222,1
103216,2009,3,US,US Airways,LAX,"Los Angeles, CA: Los Angeles International",674.0,121.0,32.21,0.02,40.8,0.0,47.98,9.0,1.0,5694.0,1453.0,4.0,1377.0,0.0,2860.0,33.94253611,-118.4080744,1
103236,2009,3,US,US Airways,PHL,"Philadelphia, PA: Philadelphia International",3556.0,758.0,130.75,7.18,427.23,4.31,188.52,85.0,10.0,41541.0,8006.0,704.0,19521.0,138.0,13172.0,39.87195278,-75.24114083,1
103237,2009,3,US,US Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",4881.0,716.0,169.27,7.9,365.93,1.91,170.99,60.0,9.0,30793.0,9993.0,403.0,10317.0,35.0,10045.0,33.43416667,-112.0080556,1
103269,2009,3,WN,Southwest Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",4774.0,579.0,141.92,14.7,93.37,5.16,323.85,60.0,2.0,25772.0,6308.0,980.0,3270.0,121.0,15093.0,39.17540167,-76.66819833,1
103274,2009,3,WN,Southwest Airlines,DEN,"Denver, CO: Denver International",3412.0,526.0,130.63,19.76,132.96,1.69,240.97,97.0,10.0,23829.0,5079.0,1527.0,4650.0,46.0,12527.0,39.85840806,-104.6670019,1
103287,2009,3,WN,Southwest Airlines,LAX,"Los Angeles, CA: Los Angeles International",3560.0,566.0,142.16,5.06,76.86,2.86,339.06,69.0,1.0,25261.0,5468.0,471.0,2250.0,94.0,16978.0,33.94253611,-118.4080744,1
103292,2009,3,WN,Southwest Airlines,MCO,"Orlando, FL: Orlando International",3564.0,459.0,124.47,3.58,96.18,8.35,226.42,30.0,3.0,22848.0,5729.0,145.0,2971.0,231.0,13772.0,28.42888889,-81.31602778,1
103293,2009,3,WN,Southwest Airlines,MDW,"Chicago, IL: Chicago Midway International",6246.0,805.0,178.4,66.13,160.78,3.19,396.5,36.0,28.0,44199.0,8559.0,6065.0,7334.0,78.0,22163.0,41.7859825,-87.75242444,1
103305,2009,3,WN,Southwest Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",5508.0,792.0,193.76,13.96,171.75,1.14,411.4,48.0,19.0,34955.0,7857.0,964.0,5036.0,19.0,21079.0,33.43416667,-112.0080556,1
103311,2009,3,WN,Southwest Airlines,SAN,"San Diego, CA: San Diego International",2998.0,513.0,117.66,11.42,75.18,1.03,307.72,45.0,1.0,24105.0,4834.0,708.0,3030.0,19.0,15514.0,32.73355611,-117.1896567,1
103651,2009,4,AA,American Airlines,BNA,"Nashville, TN: Nashville International",383.0,85.0,27.16,5.63,23.84,0.0,28.36,5.0,0.0,5381.0,1684.0,378.0,836.0,0.0,2483.0,36.12447667,-86.67818222,1
103655,2009,4,AA,American Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",142.0,28.0,8.92,2.97,2.16,0.0,13.95,1.0,0.0,1882.0,310.0,235.0,177.0,0.0,1160.0,35.21401111,-80.94312583,1
103659,2009,4,AA,American Airlines,DCA,"Washington, DC: Ronald Reagan Washington National",867.0,195.0,92.9,8.34,42.6,0.0,51.17,6.0,1.0,10722.0,4385.0,688.0,1756.0,0.0,3893.0,38.85208333,-77.03772222,1
103661,2009,4,AA,American Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12693.0,2578.0,471.26,65.3,1076.31,0.06,965.08,237.0,76.0,185609.0,41985.0,5772.0,65671.0,2.0,72179.0,32.89595056,-97.0372,1
103678,2009,4,AA,American Airlines,JFK,"New York, NY: John F. Kennedy International",903.0,261.0,67.8,2.23,141.49,1.0,48.47,11.0,9.0,21608.0,6082.0,200.0,11409.0,111.0,3806.0,40.63975111,-73.77892556,1
103681,2009,4,AA,American Airlines,LAX,"Los Angeles, CA: Los Angeles International",2302.0,547.0,190.74,20.21,185.35,0.21,150.49,25.0,2.0,36247.0,14662.0,1780.0,6860.0,10.0,12935.0,33.94253611,-118.4080744,1
103688,2009,4,AA,American Airlines,MIA,"Miami, FL: Miami International",3403.0,885.0,241.0,17.59,357.33,0.97,268.11,12.0,11.0,51569.0,16028.0,1458.0,13637.0,21.0,20425.0,25.79325,-80.29055556,1
103696,2009,4,AA,American Airlines,ORD,"Chicago, IL: Chicago O'Hare International",5038.0,1032.0,175.42,22.7,555.05,0.0,278.83,106.0,28.0,69754.0,13841.0,1099.0,35171.0,0.0,19643.0,41.979595,-87.90446417,1
103700,2009,4,AA,American Airlines,PHL,"Philadelphia, PA: Philadelphia International",430.0,125.0,25.53,7.93,65.72,0.0,25.82,6.0,0.0,9033.0,1613.0,413.0,4784.0,0.0,2223.0,39.87195278,-75.24114083,1
103701,2009,4,AA,American Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",453.0,121.0,40.56,5.57,37.3,0.0,37.56,2.0,0.0,6528.0,1932.0,310.0,1526.0,0.0,2760.0,33.43416667,-112.0080556,1
103703,2009,4,AA,American Airlines,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",352.0,72.0,27.48,3.61,15.14,0.0,25.76,0.0,0.0,4750.0,1513.0,249.0,649.0,0.0,2339.0,35.87763889,-78.78747222,1
103717,2009,4,AA,American Airlines,STL,"St. Louis, MO: Lambert-St. Louis International",1218.0,212.0,64.37,8.25,52.86,0.0,86.52,13.0,0.0,11576.0,2929.0,496.0,1931.0,0.0,6220.0,38.74768694,-90.35998972,1
103726,2009,4,AS,Alaska Airlines,ANC,"Anchorage, AK: Ted Stevens Anchorage International",1051.0,189.0,45.57,2.23,69.7,1.7,69.81,16.0,0.0,8408.0,2721.0,109.0,2090.0,36.0,3452.0,61.17432028,-149.9961856,1
103743,2009,4,AS,Alaska Airlines,LAX,"Los Angeles, CA: Los Angeles International",484.0,53.0,22.32,0.0,21.83,0.0,8.85,0.0,0.0,2037.0,1165.0,0.0,514.0,0.0,358.0,33.94253611,-118.4080744,1
103755,2009,4,AS,Alaska Airlines,PDX,"Portland, OR: Portland International",824.0,111.0,30.02,2.31,39.44,0.35,38.87,3.0,0.0,5223.0,2231.0,360.0,1060.0,6.0,1566.0,45.58872222,-122.5975,1
103761,2009,4,AS,Alaska Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",3541.0,591.0,141.37,5.9,269.45,1.0,173.29,9.0,5.0,24636.0,6915.0,408.0,7942.0,29.0,9342.0,47.44898194,-122.3093131,1
103771,2009,4,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",1693.0,319.0,81.15,5.75,96.29,0.1,135.71,40.0,0.0,20117.0,5023.0,788.0,5112.0,5.0,9189.0,42.3643475,-71.00517917,1
103779,2009,4,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1233.0,329.0,82.04,6.1,142.22,0.31,98.33,24.0,0.0,21333.0,5663.0,1046.0,6066.0,10.0,8548.0,26.07258333,-80.15275,1
